N,Area,RelativeError,Run
43600,0.935421,0.0096304,6
43600,0.963294,0.01988,7
43600,0.949915,0.00571502,8
43600,0.946124,0.0017016,9
44100,0.959868,0.0162526,0
44100,0.947082,0.00271499,1
44100,0.962514,0.0190535,2
44100,0.945759,0.00131455,3
44100,0.938925,0.00592105,4
44100,0.953475,0.00948379,5
44100,0.950388,0.00621609,6
44100,0.959648,0.0160192,7
44100,0.949286,0.00504906,8
44100,0.961191,0.017653,9
44600,0.952159,0.00809067,0
44600,0.971996,0.0290926,1
44600,0.924693,0.0209889,2
44600,0.958917,0.0152452,3
44600,0.931014,0.014296,4
44600,0.956519,0.0127065,5
44600,0.938208,0.00667989,6
44600,0.934938,0.0101417,7
44600,0.93036,0.0149883,8
44600,0.929271,0.0161423,9
45100,0.971567,0.0286387,0
45100,0.94419,0.000346723,1
45100,0.959926,0.0163142,2
45100,0.954537,0.0106084,3
45100,0.957339,0.0135754,4
45100,0.937723,0.00719366,5
45100,0.929531,0.0158665,6
45100,0.951735,0.00764137,7
45100,0.95001,0.00581552,8
45100,0.940525,0.00422666,9
45600,0.959208,0.0155539,0
45600,0.938954,0.00589034,1
45600,0.923816,0.0219171,2
45600,0.948548,0.00426745,3
45600,0.939593,0.00521316,4
45600,0.941086,0.00363305,5
45600,0.962193,0.0187141,6
45600,0.96134,0.0178112,7
45600,0.934903,0.0101792,8
45600,0.943218,0.00137577,9
46100,0.95471,0.0107911,0
46100,0.94775,0.00342281,1
46100,0.926239,0.0193518,2
46100,0.94058,0.00416873,3
46100,0.950913,0.00677202,4
46100,0.973268,0.0304398,5
46100,0.949015,0.00476249,6
46100,0.95239,0.00833498,7
46100,0.962513,0.0190524,8
46100,0.921178,0.0247105,9
46600,0.958653,0.0149658,0
46600,0.915884,0.0303156,1
46600,0.945509,0.00105009,2
46600,0.942171,0.00248407,3
46600,0.935286,0.00977326,4
46600,0.951977,0.00789752,5
46600,0.9453,0.000829207,6
46600,0.946344,0.00193363,7
46600,0.951559,0.00745575,8
46600,0.940293,0.00447203,9
47100,0.92577,0.0198481,0
47100,0.902033,0.0449802,1
47100,0.920197,0.0257487,2
47100,0.939187,0.00564305,3
47100,0.925564,0.0200667,4
47100,0.946825,0.00244293,5
47100,0.942283,0.00236495,6
47100,0.949302,0.00506541,7
47100,0.930518,0.0148217,8
47100,0.948682,0.00440979,9
47600,0.957304,0.0135375,0
47600,0.945049,0.000562846,1
47600,0.96098,0.0174299,2
47600,0.927279,0.0182504,3
47600,0.94464,0.000130357,4
47600,0.95424,0.0102938,5
47600,0.954444,0.0105101,6
47600,0.920335,0.0256027,7
47600,0.993047,0.0513803,8
47600,0.956282,0.0124563,9
48100,0.970192,0.0271834,0
48100,0.9328,0.012406,1
48100,0.963724,0.0203355,2
48100,0.961905,0.0184095,3
48100,0.94331,0.00127815,4
48100,0.9233,0.0224638,5
48100,0.937044,0.00791205,6
48100,0.925119,0.0205378,7
48100,0.922895,0.0228918,8
48100,0.927544,0.0179699,9
48600,0.964012,0.0206398,0
48600,0.945008,0.000519241,1
48600,0.958611,0.0149213,2
48600,0.926404,0.0191777,3
48600,0.928204,0.0172715,4
48600,0.919402,0.0265905,5
48600,0.935806,0.00922333,6
48600,0.942407,0.00223409,7
48600,0.929204,0.0162126,8
48600,0.944007,0.000539733,9
49100,0.943701,0.000864543,0
49100,0.934394,0.0107175,1
49100,0.952611,0.00856917,2
49100,0.937166,0.0077826,3
49100,0.936968,0.00799224,4
49100,0.938156,0.00673441,5
49100,0.951819,0.00773062,6
49100,0.956175,0.0123427,7
49100,0.950829,0.00668243,8
49100,0.949839,0.00563424,9
49600,0.919683,0.0262933,0
49600,0.947124,0.00276017,1
49600,0.936736,0.00823865,2
49600,0.946536,0.00213759,3
49600,0.939676,0.00512578,4
49600,0.941832,0.002843,5
49600,0.939872,0.00491825,6
49600,0.925171,0.0204826,7
49600,0.965549,0.0222675,8
49600,0.958297,0.0145891,9
50100,0.942135,0.00252198,0
50100,0.946016,0.00158709,1
50100,0.926611,0.0189583,2
50100,0.958824,0.015147,3
50100,0.944852,0.000354371,4
50100,0.936119,0.00889105,5
50100,0.958436,0.0147361,6
50100,0.947957,0.00364163,7
50100,0.932432,0.0127947,8
50100,0.949509,0.00528526,9
50600,0.954921,0.0110152,0
50600,0.962799,0.0193556,1
50600,0.955498,0.0116255,2
50600,0.946467,0.00206459,3
50600,0.954537,0.0106084,4
50600,0.964144,0.0207796,5
50600,0.94224,0.00241073,6
50600,0.932249,0.0129888,7
50600,0.937437,0.00749632,8
50600,0.956074,0.0122358,9
51100,0.958705,0.0150216,0
51100,0.940441,0.00431598,1
51100,0.926552,0.0190206,2
51100,0.964794,0.0214675,3
51100,0.946909,0.00253274,4
51100,0.945958,0.00152558,5
51100,0.957754,0.0140144,6
51100,0.950715,0.00656141,7
51100,0.962701,0.0192517,8
51100,0.949383,0.00515137,9
51600,0.949227,0.00498664,0
51600,0.945459,0.000997011,1
51600,0.926806,0.0187516,2
51600,0.943952,0.000598839,3
51600,0.939053,0.00578535,4
51600,0.937169,0.00778016,5
51600,0.936227,0.00877757,6
51600,0.954314,0.0103726,7
51600,0.949039,0.00478716,8
51600,0.942444,0.00219469,9
52100,0.930974,0.0143389,0
52100,0.939744,0.00505328,1
52100,0.92351,0.0222416,2
52100,0.947208,0.00284939,3
52100,0.943476,0.00110195,4
52100,0.945529,0.00107129,5
52100,0.947955,0.00363966,6
52100,0.936945,0.00801679,7
52100,0.967735,0.0245817,8
52100,0.954859,0.0109496,9
52600,0.944674,0.000165713,0
52600,0.92157,0.0242954,1
52600,0.948186,0.0038838,2
52600,0.934323,0.0107929,3
52600,0.944489,2.99758e-05,4
52600,0.948925,0.00466656,5
52600,0.948001,0.00368811,6
52600,0.956503,0.0126898,7
52600,0.955394,0.0115157,8
52600,0.943195,0.0013998,9
53100,0.941637,0.00304896,0
53100,0.951341,0.00722488,1
53100,0.946398,0.00199104,2
53100,0.946215,0.00179719,3
53100,0.947862,0.00354181,4
53100,0.961594,0.0180803,5
53100,0.944567,5.25746e-05,6
53100,0.965622,0.0223449,7
53100,0.923145,0.0226274,8
53100,0.933764,0.0113844,9
53600,0.96387,0.0204896,0
53600,0.94555,0.00109377,1
53600,0.944643,0.000133585,2
53600,0.933216,0.0119648,3
53600,0.935937,0.00908424,4
53600,0.948634,0.00435842,5
53600,0.942648,0.00197883,6
53600,0.945006,0.000517661,7
53600,0.955345,0.0114638,8
53600,0.951355,0.00723899,9
54100,0.94364,0.000928481,0
54100,0.956579,0.0127705,1
54100,0.940405,0.00435322,2
54100,0.942382,0.00226032,3
54100,0.952266,0.00820415,4
54100,0.962509,0.0190491,5
54100,0.928545,0.0169106,6
54100,0.94382,0.000738218,7
54100,0.922794,0.022999,8
54100,0.932678,0.0125345,9
54600,0.9147,0.0315689,0
54600,0.955298,0.0114139,1
54600,0.934109,0.0110201,2
54600,0.942477,0.00215962,3
54600,0.949422,0.00519269,4
54600,0.953517,0.00952867,5
54600,0.959037,0.0153728,6
54600,0.948353,0.00406157,7
54600,0.951202,0.0070779,8
54600,0.955654,0.0117909,9
55100,0.922985,0.0227967,0
55100,0.93763,0.00729142,1
55100,0.949981,0.00578529,2
55100,0.95951,0.015873,3
55100,0.945217,0.000741415,4
55100,0.962333,0.018862,5
55100,0.944688,0.000180985,6
55100,0.918398,0.0276537,7
55100,0.941512,0.0031816,8
55100,0.944335,0.000192636,9
55600,0.966793,0.0235843,0
55600,0.944236,0.000297464,1
55600,0.948258,0.00396053,2
55600,0.954728,0.0108103,3
55600,0.947559,0.00322001,4
55600,0.952105,0.00803339,5
55600,0.935843,0.00918371,6
55600,0.938291,0.00659189,7
55600,0.930597,0.0147376,8
55600,0.965569,0.0222884,9
56100,0.948471,0.00418658,0
56100,0.940846,0.00388655,1
56100,0.946045,0.00161786,2
56100,0.955577,0.0117093,3
56100,0.952977,0.00895706,4
56100,0.941713,0.00296915,5
56100,0.950724,0.00657182,6
56100,0.944486,3.34641e-05,7
56100,0.953151,0.00914054,8
56100,0.951591,0.00748922,9
56600,0.956239,0.0124104,0
56600,0.96603,0.0227764,1
56600,0.952632,0.0085914,2
56600,0.946105,0.00168075,3
56600,0.932878,0.0123224,4
56600,0.95143,0.00731838,5
56600,0.966717,0.0235039,6
56600,0.940093,0.00468433,7
56600,0.95143,0.00731838,8
56600,0.950227,0.00604537,9
57100,0.917899,0.0281818,0
57100,0.960465,0.0168849,1
57100,0.971533,0.0286023,2
57100,0.940544,0.00420627,3
57100,0.920964,0.024937,4
57100,0.950249,0.00606894,5
57100,0.957911,0.0141809,6
57100,0.948717,0.00444654,7
57100,0.943779,0.000781202,8
57100,0.945652,0.00120173,9
57600,0.928667,0.0167818,0
57600,0.934237,0.0108846,1
57600,0.956854,0.0130615,2
57600,0.95466,0.0107383,3
57600,0.969682,0.0266428,4
57600,0.946727,0.00233935,5
57600,0.935587,0.00945498,6
57600,0.943013,0.00159209,7
57600,0.950609,0.0064495,8
57600,0.966306,0.0230688,9
58100,0.962843,0.0194022,0
58100,0.940755,0.0039835,1
58100,0.946109,0.00168575,2
58100,0.917161,0.0289636,3
58100,0.94795,0.00363456,4
58100,0.953974,0.0100125,5
58100,0.946611,0.00221725,6
58100,0.964684,0.021351,7
58100,0.971042,0.0280832,8
58100,0.960835,0.0172762,9
58600,0.958775,0.0150955,0
58600,0.94683,0.00244853,1
58600,0.946,0.00157026,2
58600,0.930571,0.0147654,3
58600,0.933557,0.0116037,4
58600,0.938535,0.0063341,5
58600,0.954793,0.0108798,6
58600,0.948323,0.0040294,7
58600,0.956121,0.0122851,8
58600,0.9533,0.00929897,9
59100,0.955105,0.01121,0
59100,0.955763,0.0119067,1
59100,0.928949,0.0164824,2
59100,0.924672,0.0210107,3
59100,0.949183,0.00494006,4
59100,0.930594,0.0147407,5
59100,0.951651,0.00755255,6
59100,0.931581,0.0136957,7
59100,0.969253,0.0261884,8
59100,0.930265,0.0150891,9
59600,0.942036,0.00262712,0
59600,0.924419,0.0212793,1
59600,0.956391,0.0125709,2
59600,0.946603,0.00220863,3
59600,0.947908,0.00359027,4
59600,0.954433,0.0104985,5
59600,0.952313,0.00825331,6
59600,0.939589,0.0052177,7
59600,0.94171,0.00297253,8
59600,0.952476,0.00842602,9
60100,0.946978,0.00260547,0
60100,0.947625,0.00329055,1
60100,0.904434,0.0424381,2
60100,0.933875,0.0112673,3
60100,0.939213,0.00561541,4
60100,0.951184,0.00705845,5
60100,0.962993,0.0195611,6
60100,0.943257,0.0013337,7
60100,0.935007,0.0100684,8
60100,0.957008,0.0132241,9
60600,0.919432,0.0265591,0
60600,0.95617,0.0123378,1
60600,0.951999,0.00792158,2
60600,0.948309,0.00401491,3
60600,0.937881,0.00702569,4
60600,0.945742,0.00129722,5
60600,0.934352,0.0107625,6
60600,0.957133,0.0133569,7
60600,0.940448,0.00430801,8
60600,0.935475,0.00957352,9
61100,0.934025,0.0111083,0
61100,0.940072,0.00470665,1
61100,0.949301,0.00506434,2
61100,0.955506,0.0116345,3
61100,0.920023,0.0259333,4
61100,0.941663,0.003022,5
61100,0.938321,0.00655977,6
61100,0.954551,0.0106237,7
61100,0.968554,0.0254486,8
61100,0.935139,0.00992908,9
61600,0.954064,0.0101071,0
61600,0.954064,0.0101071,1
61600,0.928811,0.0166286,2
61600,0.938754,0.00610141,3
61600,0.937492,0.0074382,4
61600,0.94633,0.00191929,5
61600,0.967637,0.0244775,6
61600,0.951223,0.00709932,7
61600,0.978842,0.0363415,8
61600,0.922972,0.0228112,9
62100,0.943407,0.00117512,0
62100,0.95875,0.0150686,1
62100,0.933857,0.011286,2
62100,0.946225,0.00180843,3
62100,0.930883,0.0144353,4
62100,0.944033,0.000512108,5
62100,0.947321,0.0029687,6
62100,0.950922,0.006781,7
62100,0.936206,0.00879974,8
62100,0.930726,0.0146011,9
62600,0.937115,0.00783752,0
62600,0.954819,0.0109073,1
62600,0.951403,0.00728991,2
62600,0.944414,0.000109377,3
62600,0.953111,0.00909863,4
62600,0.954975,0.0110718,5
62600,0.935096,0.0099751,6
62600,0.925933,0.0196764,7
62600,0.954509,0.0105785,8
62600,0.960566,0.0169912,9
63100,0.94787,0.00354949,0
63100,0.938779,0.00607493,1
63100,0.942785,0.00183366,2
63100,0.944018,0.000528657,3
63100,0.952492,0.00844326,4
63100,0.946483,0.00208135,5
63100,0.941553,0.00313867,6
63100,0.928919,0.016515,7
63100,0.960966,0.0174152,8
63100,0.94448,3.92796e-05,9
63600,0.943475,0.00110319,0
63600,0.928647,0.016802,1
63600,0.956927,0.013139,2
63600,0.939806,0.00498743,3
63600,0.935526,0.00951904,4
63600,0.94531,0.000838932,5
63600,0.95173,0.00763635,6
63600,0.948673,0.00439948,7
63600,0.929106,0.0163165,8
63600,0.940877,0.00385452,9
64100,0.948401,0.00411216,0
64100,0.964023,0.020652,1
64100,0.943093,0.00150817,2
64100,0.953103,0.00909016,3
64100,0.951131,0.00700261,4
64100,0.958563,0.0148711,5
64100,0.95189,0.00780552,6
64100,0.950676,0.00652087,7
64100,0.957805,0.0140682,8
64100,0.932172,0.01307,9
64600,0.965893,0.0226312,0
64600,0.947382,0.00303258,1
64600,0.944522,5.16333e-06,2
64600,0.953401,0.0094061,3
64600,0.95009,0.00590067,4
64600,0.930225,0.0151319,5
64600,0.923904,0.0218241,6
64600,0.931579,0.0136979,7
64600,0.939405,0.00541233,8
64600,0.951746,0.00765339,9
65100,0.939657,0.00514554,0
65100,0.953397,0.00940096,1
65100,0.941897,0.00277383,2
65100,0.924723,0.020957,3
65100,0.949066,0.00481565,4
65100,0.959669,0.0160418,5
65100,0.935625,0.00941462,6
65100,0.947423,0.0030764,7
65100,0.946527,0.00212771,8
65100,0.946378,0.0019696,9
65600,0.93294,0.0122575,0
65600,0.95932,0.0156723,1
65600,0.941536,0.00315682,2
65600,0.945537,0.00107972,3
65600,0.93457,0.0105315,4
65600,0.941387,0.00331373,5
65600,0.926122,0.0194754,6
65600,0.938127,0.00676573,7
65600,0.927753,0.0177494,8
65600,0.922417,0.0233981,9
66100,0.951916,0.0078337,0
66100,0.925147,0.0205077,1
66100,0.946033,0.00160481,2
66100,0.944121,0.000419577,3
66100,0.941032,0.00368974,4
66100,0.94368,0.000886744,5
66100,0.934119,0.0110087,6
66100,0.944709,0.000203311,7
66100,0.931913,0.0133445,8
66100,0.94265,0.0019768,9
66600,0.937471,0.00746028,0
66600,0.951339,0.00722226,1
66600,0.944186,0.000350835,2
66600,0.933821,0.0113241,3
66600,0.923457,0.0222974,4
66600,0.946521,0.00212201,5
66600,0.95455,0.0106224,6
66600,0.942872,0.00174181,7
66600,0.957762,0.0140226,8
66600,0.941558,0.00313279,9
67100,0.958159,0.0144434,0
67100,0.932659,0.0125552,1
67100,0.949176,0.00493253,2
67100,0.937875,0.00703278,3
67100,0.918459,0.0275886,4
67100,0.945844,0.0014043,5
67100,0.949031,0.00477913,6
67100,0.956131,0.0122958,7
67100,0.952509,0.00846076,8
67100,0.933383,0.0117882,9
67600,0.941149,0.00356627,0
67600,0.959126,0.0154671,1
67600,0.939711,0.00508894,2
67600,0.942587,0.0020436,3
67600,0.95251,0.0084628,4
67600,0.948052,0.00374253,5
67600,0.947477,0.00313347,6
67600,0.944169,0.000368668,7
67600,0.923747,0.0219905,8
67600,0.934821,0.010266,9
68100,0.955796,0.0119412,0
68100,0.942519,0.0021156,1
68100,0.951941,0.00786022,2
68100,0.950371,0.00619758,3
68100,0.962506,0.0190452,4
68100,0.939664,0.00513858,5
68100,0.945945,0.00151197,6
68100,0.931098,0.0142075,7
68100,0.958794,0.0151154,8
68100,0.967645,0.0244866,9
68600,0.948404,0.00411543,0
68600,0.944861,0.000364254,1
68600,0.963285,0.0198704,2
68600,0.962151,0.01867,3
68600,0.974623,0.0318742,4
68600,0.94146,0.00323688,5
68600,0.944578,6.41602e-05,6
68600,0.938342,0.00653791,7
68600,0.956766,0.0129682,8
68600,0.938484,0.00638787,9
69100,0.963772,0.0203857,0
69100,0.921844,0.0240048,1
69100,0.94731,0.00295718,2
69100,0.952094,0.00802187,3
69100,0.957581,0.0138314,4
69100,0.943934,0.000617892,5
69100,0.965038,0.0217263,6
69100,0.941401,0.0032992,7
69100,0.927753,0.0177485,8
69100,0.946185,0.00176549,9
69600,0.936873,0.00809314,0
69600,0.948746,0.00447762,1
69600,0.926676,0.0188892,2
69600,0.93841,0.00646634,3
69600,0.937991,0.00691001,4
69600,0.943718,0.000846471,5
69600,0.957966,0.0142384,6
69600,0.927235,0.0182976,7
69600,0.945534,0.00107612,8
69600,0.935895,0.00912838,9
70100,0.942534,0.00209964,0
70100,0.930329,0.0150212,1
70100,0.936154,0.00885412,2
70100,0.946279,0.00186494,3
70100,0.946972,0.00259912,4
70100,0.93976,0.00503637,5
70100,0.926307,0.0192795,6
70100,0.959315,0.0156676,7
70100,0.93768,0.00723892,8
70100,0.956264,0.0124372,9
70600,0.93641,0.00858374,0
70600,0.961886,0.0183886,1
70600,0.951282,0.00716228,2
70600,0.942744,0.0018771,3
70600,0.945085,0.000601439,4
70600,0.933793,0.0113539,5
70600,0.965466,0.0221793,6
70600,0.933656,0.0114997,7
70600,0.960922,0.017368,8
70600,0.947013,0.00264259,9
71100,0.95266,0.00862107,0
71100,0.941311,0.00339494,1
71100,0.951566,0.0074629,2
71100,0.95936,0.0157149,3
71100,0.9342,0.010923,4
71100,0.94596,0.00152728,5
71100,0.931876,0.0133842,6
71100,0.967018,0.023822,7
71100,0.944045,0.000499519,8
71100,0.9275,0.0180168,9
71600,0.949809,0.00560291,0
71600,0.948995,0.00474035,1
71600,0.930528,0.014811,2
71600,0.914098,0.032206,3
71600,0.940169,0.00460407,4
71600,0.958364,0.0146598,5
71600,0.951439,0.00732803,6
71600,0.940576,0.00417279,7
71600,0.941526,0.00316646,8
71600,0.937453,0.00747927,9
72100,0.951313,0.00719504,0
72100,0.940795,0.0039405,1
72100,0.938233,0.006653,2
72100,0.94066,0.00408326,3
72100,0.936615,0.00836616,4
72100,0.942818,0.00179905,5
72100,0.955223,0.0113352,6
72100,0.940526,0.00422602,7
72100,0.926772,0.0187879,8
72100,0.94538,0.000913456,9
72600,0.936325,0.00867371,0
72600,0.94369,0.000875805,1
72600,0.933111,0.0120764,2
72600,0.940878,0.00385319,3
72600,0.947172,0.00281048,4
72600,0.945565,0.00110912,5
72600,0.928692,0.0167552,6
72600,0.928156,0.0173223,7
72600,0.944761,0.000258436,8
72600,0.929897,0.0154792,9
73100,0.946013,0.00158372,0
73100,0.950934,0.0067937,1
73100,0.936437,0.00855462,2
73100,0.938964,0.00587923,3
73100,0.944683,0.000175618,4
73100,0.953062,0.00904667,5
73100,0.94189,0.0027814,6
73100,0.929388,0.0160176,7
73100,0.95918,0.0155239,8
73100,0.934974,0.0101035,9
73600,0.942492,0.00214373,0
73600,0.931,0.014311,1
73600,0.944606,9.3925e-05,2
73600,0.952664,0.008625,3
73600,0.940511,0.00424154,4
73600,0.939983,0.00480096,5
73600,0.93602,0.00899657,6
73600,0.934038,0.0110944,7
73600,0.9417,0.00298286,8
73600,0.955834,0.0119815,9
74100,0.939282,0.00554307,0
74100,0.929966,0.0154057,1
74100,0.952402,0.00834794,2
74100,0.939544,0.00526525,3
74100,0.956994,0.0132098,4
74100,0.940987,0.00373724,5
74100,0.926555,0.0190173,6
74100,0.93036,0.0149889,7
74100,0.937445,0.00748781,8
74100,0.950172,0.00598647,9
74600,0.939893,0.00489544,0
74600,0.945367,0.000899677,1
74600,0.918651,0.027386,2
74600,0.943673,0.00089405,3
74600,0.938199,0.00668917,4
74600,0.932465,0.0127602,5
74600,0.943803,0.000756071,6
74600,0.949928,0.00572894,7
74600,0.941197,0.00351565,8
74600,0.951101,0.00697075,9
75100,0.922891,0.0228966,0
75100,0.958362,0.0146579,1
75100,0.946711,0.00232246,2
75100,0.940756,0.00398232,3
75100,0.946064,0.00163716,4
75100,0.95163,0.00753075,5
75100,0.948264,0.00396718,6
75100,0.933377,0.0117948,7
75100,0.939979,0.00480468,8
75100,0.945934,0.0015001,9
75600,0.948937,0.0046795,0
75600,0.955624,0.0117595,1
75600,0.944693,0.000186421,2
75600,0.965269,0.021971,3
75600,0.94315,0.00144743,4
75600,0.925532,0.0201005,5
75600,0.929647,0.0157436,6
75600,0.924117,0.0215982,7
75600,0.94405,0.000494349,8
75600,0.938263,0.00662127,9
76100,0.934398,0.0107134,0
76100,0.928649,0.0168001,1
76100,0.952795,0.00876394,2
76100,0.945002,0.000513119,3
76100,0.947046,0.00267727,4
76100,0.945513,0.00105416,5
76100,0.94794,0.00362408,6
76100,0.948579,0.00430038,7
76100,0.959055,0.0153916,8
76100,0.942319,0.00232733,9
76600,0.967391,0.024217,0
76600,0.946703,0.00231369,1
76600,0.938833,0.00601765,2
76600,0.942387,0.00225511,3
76600,0.944418,0.000105084,4
76600,0.943276,0.00131447,5
76600,0.954318,0.0103763,6
76600,0.962441,0.0189764,7
76600,0.951906,0.00782313,8
76600,0.950891,0.00674811,9
77100,0.962252,0.0187765,0
77100,0.93098,0.0143328,1
77100,0.923666,0.0220761,2
77100,0.942833,0.00178331,3
77100,0.951407,0.00729503,4
77100,0.955316,0.0114337,5
77100,0.936906,0.00805804,6
77100,0.927953,0.0175369,7
77100,0.937158,0.00779103,8
77100,0.938924,0.00592196,9
77600,0.948785,0.00451878,0
77600,0.941143,0.00357255,1
77600,0.923853,0.0218775,2
77600,0.929867,0.0155106,3
77600,0.958683,0.0149977,4
77600,0.934628,0.0104701,5
77600,0.945152,0.000672083,6
77600,0.947031,0.00266175,7
77600,0.93776,0.00715396,8
77600,0.959936,0.0163242,9
78100,0.954039,0.0100812,0
78100,0.934495,0.0106107,1
78100,0.950802,0.00665451,2
78100,0.961633,0.0181207,3
78100,0.930512,0.0148282,4
78100,0.954537,0.0106084,5
78100,0.938603,0.00626145,6
78100,0.958396,0.014694,7
78100,0.934246,0.0108743,8
78100,0.955782,0.0119263,9
78600,0.956505,0.0126918,0
78600,0.943146,0.00145158,1
78600,0.923603,0.0221428,2
78600,0.953289,0.0092869,3
78600,0.967142,0.0239541,4
78600,0.933375,0.0117972,5
78600,0.920511,0.0254167,6
78600,0.950568,0.00640585,7
78600,0.945991,0.00156043,8
78600,0.938198,0.00668987,9
79100,0.952425,0.00837252,0
79100,0.947755,0.00342761,1
79100,0.961152,0.0176117,2
79100,0.939151,0.00568145,3
79100,0.972828,0.029974,4
79100,0.931531,0.0137495,5
79100,0.93362,0.0115373,6
79100,0.94124,0.00346925,7
79100,0.953408,0.00941356,8
79100,0.944682,0.000174372,9
79600,0.940702,0.00403914,0
79600,0.941191,0.00352189,1
79600,0.951817,0.00772825,2
79600,0.931664,0.0136082,3
79600,0.957924,0.0141939,4
79600,0.942168,0.0024874,5
79600,0.93545,0.00959955,6
79600,0.936305,0.00869437,7
79600,0.938748,0.00610813,8
79600,0.929466,0.0159358,9
80100,0.94539,0.000923794,0
80100,0.958255,0.0145453,1
80100,0.933859,0.0112842,2
80100,0.944055,0.000489759,3
80100,0.958984,0.0153163,4
80100,0.949274,0.00503595,5
80100,0.94187,0.00280285,6
80100,0.939685,0.00511593,7
80100,0.950002,0.00580698,8
80100,0.946968,0.00259436,9
80600,0.939887,0.00490229,0
80600,0.953276,0.00927326,1
80600,0.945436,0.000972262,2
80600,0.940852,0.00388063,3
80600,0.94833,0.00403724,4
80600,0.936751,0.00822269,5
80600,0.959066,0.0154032,6
80600,0.949657,0.00544203,7
80600,0.947365,0.00301558,8
80600,0.955447,0.011572,9
81100,0.942963,0.00164519,0
81100,0.94608,0.00165473,1
81100,0.951355,0.00723923,2
81100,0.934452,0.0106565,3
81100,0.945121,0.000639372,4
81100,0.931455,0.0138295,5
81100,0.935171,0.00989501,6
81100,0.937449,0.00748353,7
81100,0.931335,0.0139565,8
81100,0.959986,0.0163775,9
81600,0.938615,0.00624885,0
81600,0.943262,0.00132929,1
81600,0.94493,0.000436704,2
81600,0.931705,0.0135651,3
81600,0.936709,0.00826713,4
81600,0.933254,0.0119253,5
81600,0.940998,0.003726,6
81600,0.951721,0.00762683,7
81600,0.961491,0.0179705,8
81600,0.942904,0.00170772,9
82100,0.948175,0.00387236,0
82100,0.938938,0.00590684,1
82100,0.948767,0.00449923,2
82100,0.938464,0.00640834,3
82100,0.950661,0.00650522,4
82100,0.956701,0.0128993,5
82100,0.929346,0.0160622,6
82100,0.943675,0.000891865,7
82100,0.921531,0.0243369,8
82100,0.946398,0.00199175,9
82600,0.940905,0.00382435,0
82600,0.935373,0.00968127,1
82600,0.94526,0.000786421,2
82600,0.943024,0.00158127,3
82600,0.940317,0.00444743,4
82600,0.94373,0.000833579,5
82600,0.945378,0.000911036,6
82600,0.930194,0.0151644,7
82600,0.943965,0.000584349,8
82600,0.953264,0.00926027,9
83100,0.95408,0.0101242,0
83100,0.949166,0.00492182,1
83100,0.952676,0.00863779,2
83100,0.94472,0.00021493,3
83100,0.957589,0.0138401,4
83100,0.933957,0.0111807,5
83100,0.935829,0.00919886,6
83100,0.959227,0.0155743,7
83100,0.94706,0.00269224,8
83100,0.936063,0.00895113,9
83600,0.959421,0.0157796,0
83600,0.932674,0.0125391,1
83600,0.937442,0.00749096,2
83600,0.928138,0.0173409,3
83600,0.934651,0.010446,4
83600,0.946862,0.00248214,5
83600,0.929185,0.0162328,6
83600,0.949304,0.00506777,7
83600,0.924417,0.0212809,8
83600,0.951513,0.00740714,9
84100,0.949093,0.00484479,0
84100,0.952561,0.00851658,1
84100,0.946666,0.00227455,2
84100,0.950365,0.00619111,3
84100,0.946203,0.00178497,4
84100,0.951521,0.00741504,5
84100,0.95418,0.0102301,6
84100,0.939383,0.0054362,7
84100,0.942851,0.00176442,8
84100,0.938342,0.00653774,9
84600,0.948196,0.00389444,0
84600,0.957619,0.0138713,1
84600,0.941875,0.00279738,2
84600,0.927625,0.0178844,3
84600,0.937163,0.00778582,4
84600,0.938887,0.00596078,5
84600,0.94176,0.00291905,6
84600,0.950609,0.0064495,7
84600,0.957619,0.0138713,8
84600,0.941875,0.00279738,9
85100,0.939654,0.0051487,0
85100,0.939883,0.00490679,1
85100,0.943653,0.00091529,2
85100,0.952107,0.00803535,3
85100,0.951193,0.00706771,4
85100,0.943767,0.000794335,5
85100,0.953478,0.0094868,6
85100,0.951307,0.00718867,7
85100,0.926516,0.0190585,8
85100,0.941254,0.00345534,9
85600,0.951656,0.00755845,0
85600,0.941321,0.00338412,1
85600,0.95177,0.0076787,2
85600,0.939958,0.0048271,3
85600,0.926783,0.0187759,4
85600,0.950748,0.00659647,5
85600,0.949725,0.00551424,6
85600,0.94382,0.000738662,7
85600,0.937573,0.00735231,8
85600,0.956426,0.0126089,9
86100,0.957083,0.0133037,0
86100,0.948275,0.0039788,1
86100,0.95697,0.0131841,2
86100,0.939468,0.00534608,3
86100,0.947033,0.00266376,4
86100,0.931789,0.0134755,5
86100,0.960696,0.0171293,6
86100,0.94884,0.00457655,7
86100,0.935629,0.00941077,8
86100,0.942629,0.00199868,9
86600,0.948301,0.00400628,0
86600,0.933258,0.0119209,1
86600,0.935952,0.00906827,2
86600,0.915969,0.0302253,3
86600,0.94426,0.000272666,4
86600,0.94628,0.0018668,5
86600,0.957395,0.0136339,6
86600,0.941565,0.00312529,7
86600,0.931012,0.0142981,8
86600,0.943025,0.00158012,9
87100,0.939732,0.00506621,0
87100,0.945536,0.001079,1
87100,0.935379,0.00967512,2
87100,0.956029,0.0121877,3
87100,0.950336,0.00616062,4
87100,0.948215,0.00391526,5
87100,0.946429,0.00202442,6
87100,0.928458,0.0170021,7
87100,0.948215,0.00391526,8
87100,0.948885,0.00462432,9
87600,0.941915,0.00275488,0
