N,Area,RelativeError,Run
87100,0.943431,0.00114963,3
87100,0.948224,0.00392443,4
87100,0.947428,0.00308218,5
87100,0.940269,0.0044981,6
87100,0.941607,0.00308065,7
87100,0.944925,0.000432165,8
87100,0.945391,0.000925191,9
87600,0.945242,0.000767884,0
87600,0.945821,0.00138065,1
87600,0.943757,0.000804879,2
87600,0.945358,0.000890437,3
87600,0.947577,0.00323937,4
87600,0.944471,4.91358e-05,5
87600,0.940284,0.00448147,6
87600,0.947808,0.00348448,7
87600,0.943718,0.00084573,8
87600,0.943583,0.000988709,9
88100,0.946055,0.00162784,0
88100,0.944865,0.000368648,1
88100,0.939801,0.00499308,2
88100,0.943331,0.00125612,3
88100,0.942544,0.00208881,4
88100,0.943292,0.00129674,5
88100,0.949546,0.00532419,6
88100,0.943139,0.00145921,7
88100,0.944558,4.36947e-05,8
88100,0.946553,0.00215589,9
88600,0.938007,0.00689237,0
88600,0.945618,0.00116542,1
88600,0.948422,0.00413408,2
88600,0.946591,0.00219536,3
88600,0.945084,0.000599962,4
88600,0.94537,0.000902886,5
88600,0.940735,0.00400449,6
88600,0.945141,0.000660547,7
88600,0.947258,0.00290219,8
88600,0.945637,0.00118562,9
89100,0.947671,0.00333888,0
89100,0.946552,0.00215407,1
89100,0.947747,0.00341921,2
89100,0.95247,0.00841954,3
89100,0.944826,0.000326638,4
89100,0.943346,0.00123973,5
89100,0.94181,0.00286634,6
89100,0.940179,0.00459336,7
89100,0.943764,0.000797933,8
89100,0.939667,0.00513557,9
89600,0.947136,0.00277223,0
89600,0.945608,0.00115469,1
89600,0.943458,0.00112184,2
89600,0.944533,1.64264e-05,3
89600,0.944174,0.000362996,4
89600,0.943194,0.00140141,5
89600,0.948494,0.00421004,6
89600,0.943778,0.000782357,7
89600,0.948512,0.00423001,8
89600,0.948286,0.00399037,9
90100,0.947657,0.00332395,0
90100,0.945106,0.00062316,1
90100,0.945931,0.00149695,2
90100,0.940998,0.00372591,3
90100,0.945481,0.00102034,4
90100,0.947469,0.00312536,5
90100,0.941973,0.00269325,6
90100,0.950602,0.00644178,7
90100,0.94278,0.00183933,8
90100,0.94398,0.000568365,9
90600,0.945355,0.000887461,0
90600,0.948844,0.00458055,1
90600,0.947072,0.00270438,2
90600,0.945132,0.000650471,3
90600,0.940916,0.00381284,4
90600,0.950168,0.00598274,5
90600,0.943285,0.0013047,6
90600,0.942184,0.0024699,7
90600,0.940412,0.00434607,8
90600,0.947333,0.00298087,9
91100,0.94384,0.000717012,0
91100,0.942578,0.00205258,1
91100,0.941076,0.00364349,2
91100,0.941892,0.00277929,3
91100,0.945361,0.000893531,4
91100,0.946066,0.00163988,5
91100,0.946474,0.00207198,6
91100,0.946586,0.00218982,7
91100,0.945176,0.000697124,8
91100,0.946344,0.00193449,9
91600,0.948374,0.00408351,0
91600,0.94854,0.00425931,1
91600,0.94568,0.00123161,2
91600,0.943024,0.00158123,3
91600,0.946382,0.00197388,4
91600,0.945053,0.000567465,5
91600,0.944278,0.000252945,6
91600,0.944869,0.000372129,7
91600,0.942138,0.00251884,8
91600,0.942618,0.00201097,9
92100,0.940785,0.0039514,0
92100,0.946143,0.00172143,1
92100,0.941464,0.00323259,2
92100,0.947373,0.00302307,3
92100,0.944051,0.000493307,4
92100,0.945776,0.00133288,5
92100,0.945409,0.000944329,6
92100,0.942638,0.00198923,7
92100,0.943079,0.00152297,8
92100,0.940565,0.00418453,9
92600,0.943297,0.00129143,0
92600,0.9439,0.000653784,1
92600,0.939958,0.00482747,2
92600,0.944538,2.25078e-05,3
92600,0.945925,0.00149103,4
92600,0.946838,0.00245716,5
92600,0.942348,0.00229621,6
92600,0.9441,0.000441235,7
92600,0.943681,0.000885655,8
92600,0.949338,0.00510436,9
93100,0.942697,0.00192723,0
93100,0.942806,0.00181192,1
93100,0.943677,0.000889412,2
93100,0.944095,0.000447378,3
93100,0.951029,0.00689422,4
93100,0.948415,0.00412671,5
93100,0.937796,0.00711632,6
93100,0.942388,0.00225395,7
93100,0.94827,0.00397295,8
93100,0.94444,8.22203e-05,9
93600,0.940947,0.00377967,0
93600,0.944937,0.000445004,1
93600,0.946093,0.00166844,2
93600,0.947303,0.00294922,3
93600,0.941308,0.00339735,4
93600,0.948133,0.00382857,5
93600,0.948079,0.00377122,6
93600,0.947032,0.00266248,7
93600,0.949578,0.00535786,8
93600,0.947682,0.00335066,9
94100,0.944209,0.000326367,0
94100,0.945394,0.000928597,1
94100,0.940743,0.00399618,2
94100,0.948483,0.00419911,3
94100,0.94288,0.00173345,4
94100,0.949291,0.00505477,5
94100,0.944227,0.000307352,6
94100,0.947406,0.00305823,7
94100,0.948807,0.00454137,8
94100,0.945089,0.000605348,9
94600,0.950187,0.0060032,0
94600,0.948472,0.00418745,1
94600,0.944471,4.93086e-05,2
94600,0.941148,0.00356733,3
94600,0.946007,0.0015773,4
94600,0.944435,8.71368e-05,5
94600,0.94381,0.00074913,6
94600,0.944381,0.000143879,7
94600,0.942756,0.00186506,8
94600,0.937396,0.00753929,9
95100,0.948639,0.00436406,0
95100,0.944161,0.000377233,1
95100,0.947875,0.00355503,2
95100,0.945618,0.00116557,3
95100,0.944125,0.000414862,4
95100,0.945209,0.000732832,5
95100,0.947733,0.00340451,6
95100,0.944552,3.66899e-05,7
95100,0.942526,0.00210818,8
95100,0.947448,0.00310348,9
95600,0.945905,0.00146936,0
95600,0.944968,0.000477398,1
95600,0.945746,0.00130091,2
95600,0.944827,0.000327668,3
95600,0.943572,0.00100119,4
95600,0.943377,0.00120707,5
95600,0.94716,0.00279821,6
95600,0.948292,0.00399605,7
95600,0.943748,0.000814024,8
95600,0.94511,0.000627128,9
96100,0.945925,0.0014907,0
96100,0.941916,0.0027544,1
96100,0.944413,0.000110519,2
96100,0.945327,0.000857663,3
96100,0.943604,0.000966987,4
96100,0.950568,0.00640609,5
96100,0.944677,0.000168765,6
96100,0.943516,0.00106008,7
96100,0.94684,0.00245889,8
96100,0.947209,0.00284988,9
96600,0.940907,0.00382265,0
96600,0.944423,9.96287e-05,1
96600,0.945945,0.00151183,2
96600,0.944301,0.000229286,3
96600,0.940452,0.00430424,4
96600,0.94717,0.0028084,5
96600,0.941554,0.00313732,6
96600,0.949934,0.00573496,7
96600,0.947432,0.00308624,8
96600,0.9471,0.00273431,9
97100,0.942832,0.00178415,0
97100,0.943459,0.00112077,1
97100,0.942815,0.00180257,2
97100,0.944851,0.0003534,3
97100,0.946104,0.00168015,4
97100,0.944172,0.000365258,5
97100,0.940952,0.00377428,6
97100,0.94506,0.000574526,7
97100,0.942258,0.00239224,8
97100,0.941527,0.00316618,9
97600,0.947941,0.00362503,0
97600,0.939387,0.00543134,1
97600,0.945482,0.00102178,2
97600,0.937344,0.0075946,3
97600,0.941032,0.00368973,4
97600,0.944201,0.000334842,5
97600,0.942348,0.00229644,6
97600,0.942643,0.00198479,7
97600,0.948772,0.004505,8
97600,0.944876,0.000380135,9
98100,0.945384,0.000917296,0
98100,0.946038,0.00161039,1
98100,0.944746,0.000242443,2
98100,0.951034,0.00689978,3
98100,0.945005,0.000516032,4
98100,0.942472,0.00216514,5
98100,0.943334,0.00125318,6
98100,0.939716,0.00508343,7
98100,0.943282,0.0013079,8
98100,0.943471,0.00110726,9
98600,0.941018,0.00370468,0
98600,0.941824,0.00285178,1
98600,0.944052,0.000492697,2
98600,0.946811,0.00242894,3
98600,0.944926,0.00043279,4
98600,0.93963,0.00517457,5
98600,0.943349,0.00123672,6
98600,0.948183,0.00388068,7
98600,0.947257,0.00290075,8
98600,0.946777,0.00239264,9
99100,0.940602,0.00414537,0
99100,0.946247,0.00183092,1
99100,0.946758,0.00237257,2
99100,0.943603,0.000967644,3
99100,0.943382,0.00120236,4
99100,0.94744,0.00309478,5
99100,0.946127,0.00170453,6
99100,0.94258,0.00205096,7
99100,0.946792,0.00240868,8
99100,0.944439,8.29379e-05,9
99600,0.941038,0.0036834,0
99600,0.944669,0.000161025,1
99600,0.94265,0.00197676,2
99600,0.943974,0.000575523,3
99600,0.945314,0.00084368,4
99600,0.947333,0.00298147,5
99600,0.945263,0.000789786,6
99600,0.945619,0.00116704,7
99600,0.943821,0.000737205,8
99600,0.942497,0.00213844,9
