N,Area,RelativeError,Run
43600,0.942253,0.00239769,1
43600,0.948028,0.00371703,2
43600,0.943299,0.00128966,3
43600,0.943803,0.000756158,4
43600,0.944268,0.000263697,5
43600,0.938338,0.00654257,6
43600,0.940547,0.00420338,7
43600,0.946826,0.00244484,8
43600,0.941128,0.00358781,9
44100,0.946362,0.00195284,0
44100,0.936015,0.0090019,1
44100,0.94502,0.000532783,2
44100,0.943258,0.00133358,3
44100,0.945059,0.000573356,4
44100,0.948278,0.0039815,5
44100,0.944446,7.5814e-05,6
44100,0.945174,0.000695075,7
44100,0.938161,0.0067298,8
44100,0.937471,0.00746012,9
44600,0.942346,0.00229924,0
44600,0.945453,0.000990458,1
44600,0.949583,0.00536335,2
44600,0.945832,0.00139164,3
44600,0.95053,0.0063663,4
44600,0.941209,0.00350279,5
44600,0.946286,0.00187306,6
44600,0.940337,0.00442551,7
44600,0.943899,0.00065439,8
44600,0.943065,0.00153699,9
45100,0.950222,0.00604011,0
45100,0.950297,0.00611946,1
45100,0.944264,0.000267974,2
45100,0.940592,0.00415598,3
45100,0.946925,0.00254884,4
45100,0.947112,0.00274721,5
45100,0.9461,0.00167603,6
45100,0.944189,0.000347321,7
45100,0.946363,0.00195374,8
45100,0.94239,0.00225165,9
45600,0.945288,0.00081626,0
45600,0.937542,0.00738458,1
45600,0.943546,0.00102795,2
45600,0.950996,0.00685898,3
45600,0.94577,0.00132636,4
45600,0.940507,0.0042455,5
45600,0.942212,0.00244053,6
45600,0.932168,0.0130742,7
45600,0.941063,0.00365692,8
45600,0.946104,0.00167951,9
46100,0.94585,0.00141122,0
46100,0.94508,0.000596151,1
46100,0.940571,0.00417783,2
46100,0.94475,0.000246835,3
46100,0.939875,0.00491528,4
46100,0.944457,6.36685e-05,5
46100,0.947353,0.00300255,6
46100,0.939948,0.00483765,7
46100,0.943797,0.0007623,8
46100,0.950139,0.00595233,9
46600,0.948612,0.0043356,0
46600,0.94125,0.00345888,1
46600,0.937043,0.00791287,2
46600,0.946364,0.00195502,3
46600,0.946908,0.00253096,4
46600,0.945203,0.000726332,5
46600,0.936935,0.00802806,6
46600,0.949773,0.00556428,7
46600,0.94582,0.00137907,8
46600,0.943608,0.000963111,9
47100,0.953612,0.00962917,0
47100,0.942525,0.00210938,1
47100,0.945324,0.000853749,2
47100,0.941269,0.00343899,3
47100,0.947799,0.00347498,4
47100,0.945646,0.00119565,5
47100,0.940946,0.00378089,6
47100,0.944104,0.000437871,7
47100,0.946077,0.00165151,8
47100,0.944068,0.00047586,9
47600,0.946933,0.00255726,0
47600,0.938412,0.00646429,1
47600,0.945299,0.000828131,2
47600,0.945406,0.0009409,3
47600,0.949169,0.00492542,4
47600,0.945477,0.00101608,5
47600,0.942743,0.00187833,6
47600,0.937595,0.00732885,7
47600,0.937169,0.00777993,8
47600,0.945867,0.00142957,9
48100,0.933295,0.0118818,0
48100,0.944186,0.000350125,1
48100,0.945276,0.000803045,2
48100,0.946822,0.0024398,3
48100,0.945768,0.00132383,4
48100,0.946119,0.00169582,5
48100,0.942886,0.00172649,6
48100,0.945522,0.00106344,7
48100,0.941411,0.00328885,8
48100,0.938741,0.00611598,9
48600,0.942818,0.00179867,0
48600,0.945844,0.00140435,1
48600,0.946713,0.00232476,2
48600,0.943862,0.000694178,3
48600,0.949738,0.00552778,4
48600,0.941984,0.00268226,5
48600,0.94101,0.00371312,6
48600,0.949356,0.0051228,7
48600,0.951094,0.00696362,8
48600,0.949947,0.00574868,9
49100,0.947914,0.00359684,0
49100,0.942235,0.002416,1
49100,0.949911,0.00571044,2
49100,0.935076,0.00999581,3
49100,0.947777,0.00345107,4
49100,0.942752,0.00186938,5
49100,0.945471,0.0010095,6
49100,0.945505,0.00104594,7
49100,0.943612,0.000958341,8
49100,0.949945,0.00574688,9
49600,0.940982,0.00374236,0
49600,0.940097,0.00468029,1
49600,0.941528,0.00316518,2
49600,0.946161,0.0017409,3
49600,0.940028,0.00475244,4
49600,0.943538,0.00103681,5
49600,0.939517,0.00529355,6
49600,0.939347,0.00547392,7
49600,0.940267,0.00449992,8
49600,0.940267,0.00449992,9
50100,0.946602,0.0022077,0
50100,0.94134,0.00336369,1
50100,0.939384,0.00543511,2
50100,0.94694,0.00256484,3
50100,0.942926,0.00168513,4
50100,0.944309,0.000220857,5
50100,0.941475,0.00322084,6
50100,0.940227,0.00454226,7
50100,0.938945,0.00589939,8
50100,0.945725,0.00127913,9
50600,0.953748,0.00977287,0
50600,0.945665,0.00121547,1
50600,0.940722,0.00401798,2
50600,0.950007,0.00581242,3
50600,0.940288,0.00447768,4
50600,0.943895,0.000658672,5
50600,0.945632,0.00118011,6
50600,0.943594,0.000976922,7
50600,0.940154,0.00461912,8
50600,0.945832,0.00139227,9
51100,0.944912,0.000417733,0
51100,0.943556,0.00101789,1
51100,0.946168,0.00174831,2
51100,0.946367,0.0019584,3
51100,0.944746,0.000242657,4
51100,0.945011,0.000522778,5
51100,0.947128,0.00276375,6
51100,0.948318,0.00402429,7
51100,0.946665,0.00227354,8
51100,0.936214,0.00879125,9
51600,0.947317,0.00296434,0
51600,0.942503,0.00213301,1
51600,0.939293,0.00553125,2
51600,0.945548,0.00109184,3
51600,0.940767,0.00397083,4
51600,0.944042,0.000503247,5
51600,0.950199,0.00601581,6
51600,0.943059,0.00154352,7
51600,0.949773,0.00556503,8
51600,0.940963,0.00376278,9
52100,0.945784,0.0013409,0
52100,0.948963,0.00470652,1
52100,0.952077,0.00800345,2
52100,0.9452,0.000722721,3
52100,0.946984,0.00261159,4
52100,0.948022,0.00371057,5
52100,0.942507,0.00212775,6
52100,0.943643,0.000925747,7
52100,0.942637,0.00199038,8
52100,0.945686,0.00123787,9
52600,0.943862,0.000693898,0
52600,0.9455,0.00104095,1
52600,0.945693,0.00124505,2
52600,0.948681,0.00440859,3
52600,0.9473,0.00294588,4
52600,0.941677,0.00300703,5
52600,0.942448,0.00219063,6
52600,0.947107,0.00274178,7
52600,0.933356,0.0118173,8
52600,0.944601,8.84839e-05,9
53100,0.945222,0.000746651,0
53100,0.942772,0.00184796,1
53100,0.945986,0.00155536,2
53100,0.941053,0.00366757,3
53100,0.944586,7.27248e-05,4
53100,0.939303,0.00552086,5
53100,0.942835,0.00178057,6
53100,0.93978,0.00501542,7
53100,0.939844,0.00494803,8
53100,0.946082,0.00165645,9
53600,0.940977,0.00374829,0
53600,0.946558,0.00216032,1
53600,0.957026,0.0132431,2
53600,0.94599,0.00155945,3
53600,0.947913,0.00359575,4
53600,0.9429,0.00171199,5
53600,0.941071,0.00364814,6
53600,0.942679,0.00194566,7
53600,0.942049,0.0026133,8
53600,0.94804,0.00372928,9
54100,0.943151,0.00144623,0
54100,0.941058,0.00366215,1
54100,0.941558,0.00313297,2
54100,0.938622,0.00624188,3
54100,0.943745,0.000817829,4
54100,0.945119,0.000637403,5
54100,0.947056,0.00268796,6
54100,0.945213,0.000736623,7
54100,0.941808,0.00286838,8
54100,0.936154,0.00885468,9
54600,0.942067,0.00259447,0
54600,0.94021,0.0045607,1
54600,0.940829,0.00390529,2
54600,0.946214,0.00179679,3
54600,0.94541,0.000944756,4
54600,0.945688,0.00123969,5
54600,0.94089,0.00383975,6
54600,0.941974,0.00269278,7
54600,0.948721,0.00445121,8
54600,0.940117,0.00465901,9
55100,0.94502,0.00053212,0
55100,0.941891,0.00278015,1
55100,0.938885,0.00596252,2
55100,0.94913,0.00488353,3
55100,0.945296,0.000824379,4
55100,0.946615,0.00222073,5
55100,0.945725,0.001279,6
55100,0.949989,0.00579278,7
55100,0.944038,0.000507023,8
55100,0.946185,0.0017661,9
55600,0.9495,0.0052759,0
55600,0.941658,0.00302685,1
55600,0.941415,0.0032843,2
55600,0.940625,0.00412101,3
55600,0.942357,0.00228668,4
55600,0.945701,0.00125325,5
55600,0.941324,0.00338084,6
55600,0.94409,0.000452356,7
55600,0.946066,0.00163942,8
55600,0.940838,0.00389574,9
56100,0.949894,0.00569316,0
56100,0.939863,0.00492766,1
56100,0.942484,0.00215285,2
56100,0.939562,0.00524661,3
56100,0.9367,0.00827657,4
56100,0.942815,0.00180202,5
56100,0.944683,0.000175435,6
56100,0.938507,0.00636291,7
56100,0.942213,0.0024399,8
56100,0.945767,0.00132363,9
56600,0.94631,0.00189858,0
56600,0.945654,0.0012031,1
56600,0.945056,0.000570847,2
56600,0.939413,0.00540394,3
56600,0.938935,0.00590974,4
56600,0.94007,0.00470846,5
56600,0.935681,0.00935551,6
56600,0.946609,0.0022147,7
56600,0.946101,0.00167729,8
56600,0.937771,0.00714263,9
57100,0.942375,0.00226825,0
57100,0.945956,0.00152338,1
57100,0.943026,0.00157887,2
57100,0.945305,0.00083399,3
57100,0.9427,0.00192356,4
57100,0.948945,0.00468829,5
57100,0.942286,0.00236226,6
57100,0.945127,0.000645975,7
57100,0.937343,0.00759534,8
57100,0.943707,0.000858143,9
57600,0.946899,0.0025215,0
57600,0.938684,0.00617636,1
57600,0.939916,0.00487168,2
57600,0.946283,0.00186916,3
57600,0.947896,0.00357767,4
57600,0.949774,0.00556575,5
57600,0.946899,0.0025215,6
57600,0.943437,0.00114403,7
57600,0.942997,0.00160998,8
57600,0.942234,0.00241764,9
58100,0.947825,0.00350244,0
58100,0.945993,0.00156226,1
58100,0.940175,0.00459703,2
58100,0.94288,0.00173296,3
58100,0.941339,0.00336517,4
58100,0.942939,0.00167136,5
58100,0.948233,0.00393359,6
58100,0.941251,0.00345756,7
58100,0.948872,0.00461111,8
58100,0.945731,0.0012851,9
58600,0.93645,0.00854071,0
58600,0.940517,0.00423546,1
58600,0.944497,2.18089e-05,2
58600,0.938267,0.00661708,3
58600,0.94242,0.00222023,4
58600,0.939998,0.00478506,5
58600,0.947582,0.0032453,6
58600,0.939536,0.0052736,7
58600,0.945073,0.000588865,8
58600,0.944554,3.92585e-05,9
59100,0.941596,0.00309285,0
59100,0.949174,0.00493012,1
59100,0.940938,0.00378918,2
59100,0.939394,0.00542405,3
59100,0.944398,0.000125861,4
59100,0.948659,0.00438517,5
59100,0.942625,0.00200293,6
59100,0.944598,8.60665e-05,7
59100,0.948087,0.00377966,8
59100,0.948716,0.00444572,9
59600,0.948413,0.00412493,0
59600,0.942856,0.00175926,1
59600,0.939368,0.00545189,2
59600,0.942203,0.00244975,3
59600,0.943451,0.00112881,4
59600,0.944642,0.000132089,5
59600,0.945691,0.00124288,6
59600,0.949689,0.00547589,7
59600,0.946372,0.00196339,8
59600,0.947109,0.00274395,9
60100,0.94415,0.000388315,0
60100,0.938611,0.00625332,1
60100,0.940776,0.00396091,2
60100,0.940129,0.00464566,3
60100,0.946063,0.00163615,4
60100,0.946766,0.00238045,5
60100,0.94221,0.00244256,6
60100,0.945444,0.000981179,7
60100,0.943222,0.00137078,8
60100,0.936896,0.00806939,9
60600,0.946233,0.00181626,0
60600,0.942607,0.00202212,1
60600,0.945842,0.00140289,2
60600,0.946372,0.00196389,3
60600,0.947822,0.00349924,4
60600,0.947767,0.00344019,5
60600,0.945089,0.000605694,6
60600,0.947069,0.00270204,7
60600,0.945145,0.000664746,8
60600,0.945006,0.000517116,9
61100,0.943883,0.000671462,0
61100,0.943081,0.00152071,1
61100,0.943191,0.00140357,2
61100,0.948696,0.00442402,3
61100,0.9464,0.00199341,4
61100,0.938987,0.00585479,5
61100,0.941587,0.00310206,6
61100,0.947894,0.00357477,7
61100,0.941311,0.00339491,8
61100,0.938489,0.00638191,9
61600,0.942202,0.00245072,0
61600,0.947278,0.00292291,1
61600,0.943547,0.00102744,2
61600,0.937182,0.00776626,3
61600,0.945934,0.00149962,4
61600,0.943245,0.00134695,5
61600,0.947717,0.00338765,6
61600,0.938334,0.0065463,7
61600,0.94533,0.000860595,8
61600,0.948787,0.00452047,9
62100,0.944413,0.000109919,0
62100,0.950863,0.00671871,1
62100,0.949121,0.00487469,2
62100,0.943352,0.00123362,3
62100,0.945284,0.00081209,4
62100,0.944849,0.000351086,5
62100,0.950591,0.00643058,6
62100,0.950019,0.00582551,7
62100,0.944305,0.00022517,8
62100,0.940712,0.00402846,9
62600,0.944456,6.45365e-05,0
62600,0.945806,0.0013646,1
62600,0.94451,7.37123e-06,2
62600,0.944051,0.000493276,3
62600,0.947048,0.0026794,4
62600,0.947642,0.00330822,5
62600,0.941217,0.00349445,6
62600,0.944132,0.000407528,7
62600,0.948398,0.00410853,8
62600,0.940947,0.00378028,9
63100,0.946186,0.00176657,0
63100,0.943909,0.000643709,1
63100,0.950792,0.00664383,2
63100,0.945784,0.00134122,3
63100,0.940829,0.00390467,4
63100,0.945436,0.000972592,5
63100,0.946641,0.00224862,6
63100,0.948114,0.00380821,7
63100,0.936544,0.00844165,8
63100,0.945355,0.000887524,9
63600,0.942706,0.00191711,0
63600,0.949429,0.0052006,1
63600,0.949987,0.0057914,2
63600,0.938774,0.00608083,3
63600,0.937737,0.00717802,4
63600,0.944806,0.00030542,5
63600,0.945603,0.00114942,6
63600,0.94345,0.00112938,7
63600,0.943158,0.00143884,8
63600,0.942334,0.00231097,9
64100,0.941918,0.00275193,0
64100,0.943632,0.000937534,1
64100,0.945583,0.00112809,2
64100,0.948298,0.00400321,3
64100,0.946637,0.00224464,4
64100,0.944686,0.000179018,5
64100,0.942234,0.00241696,6
64100,0.939044,0.00579453,7
64100,0.943869,0.00068631,8
64100,0.947639,0.00330536,9
64600,0.945118,0.000636225,0
64600,0.946557,0.0021596,1
64600,0.947446,0.00310132,2
64600,0.942554,0.00207815,3
64600,0.943627,0.000942546,4
64600,0.942764,0.00185657,5
64600,0.942136,0.00252132,6
64600,0.938918,0.00592814,7
64600,0.939493,0.00531879,8
64600,0.948388,0.00409844,9
65100,0.939598,0.00520766,0
65100,0.943726,0.000837541,1
65100,0.94357,0.00100245,2
65100,0.943752,0.000810056,3
65100,0.945414,0.000948984,4
65100,0.944998,0.000509224,5
65100,0.942117,0.00254161,6
65100,0.944816,0.000316829,7
65100,0.944661,0.000151919,8
65100,0.942869,0.00174455,9
65600,0.944932,0.00043871,0
65600,0.947405,0.00305716,1
65600,0.945292,0.000820567,2
65600,0.947379,0.00302988,3
65600,0.941608,0.00307983,4
65600,0.941995,0.0026707,5
65600,0.94774,0.00341174,6
65600,0.941866,0.00280708,7
65600,0.939985,0.00479819,8
65600,0.940062,0.00471636,9
66100,0.951053,0.00692001,0
66100,0.94594,0.00150617,1
66100,0.947346,0.00299497,2
66100,0.950261,0.00608086,3
66100,0.948624,0.00434843,4
66100,0.940264,0.00450319,5
66100,0.946426,0.00202048,6
66100,0.945122,0.000639954,7
66100,0.939267,0.00555889,8
66100,0.946681,0.00229118,9
66600,0.944243,0.000290194,0
66600,0.948303,0.00400836,1
66600,0.943101,0.00149916,2
66600,0.942949,0.00166036,3
66600,0.94706,0.00269193,4
66600,0.951856,0.0077696,5
66600,0.945537,0.00107997,6
66600,0.947897,0.00357851,7
66600,0.945283,0.000811311,8
66600,0.946349,0.00193968,9
67100,0.942849,0.00176646,0
67100,0.942874,0.0017398,1
67100,0.945644,0.00119344,2
67100,0.945745,0.0013001,3
67100,0.952923,0.00889985,4
67100,0.944838,0.000340136,5
67100,0.948037,0.00372669,6
67100,0.946148,0.00172676,7
67100,0.94509,0.000606794,8
67100,0.948163,0.00386002,9
67600,0.949425,0.00519611,0
67600,0.9494,0.00516964,1
67600,0.9463,0.00188754,2
67600,0.94175,0.00292974,3
67600,0.94295,0.00165925,4
67600,0.94785,0.00352859,5
67600,0.95015,0.0059637,6
67600,0.94185,0.00282386,7
67600,0.948175,0.00387268,8
67600,0.943775,0.000785783,9
68100,0.944539,2.28483e-05,0
68100,0.943372,0.00121204,1
68100,0.950147,0.00596082,2
68100,0.940121,0.00465396,3
68100,0.946201,0.00178322,4
68100,0.941213,0.0034979,5
68100,0.949676,0.00546161,6
68100,0.944042,0.000502636,7
68100,0.947864,0.00354359,8
68100,0.948336,0.0040428,9
68600,0.942163,0.00249281,0
68600,0.94571,0.0012631,1
68600,0.945267,0.00079361,2
68600,0.942631,0.00199724,3
68600,0.945538,0.00108052,4
68600,0.944897,0.000402369,5
68600,0.938369,0.00650955,6
68600,0.941793,0.00288405,7
68600,0.94778,0.00345405,8
68600,0.939921,0.00486634,9
69100,0.945006,0.000517458,0
69100,0.951756,0.0076642,1
69100,0.943465,0.00111386,2
69100,0.946155,0.00173447,3
69100,0.945251,0.000776397,4
69100,0.943587,0.000984393,5
69100,0.942536,0.00209783,6
69100,0.94349,0.00108797,7
69100,0.950313,0.00613645,8
69100,0.942756,0.00186479,9
69600,0.935036,0.0100379,0
69600,0.943559,0.00101442,1
69600,0.948124,0.00381868,2
69600,0.943001,0.0016057,3
69600,0.946813,0.00243045,4
69600,0.938436,0.0064388,5
69600,0.943122,0.00147716,6
69600,0.942733,0.00188849,7
69600,0.947663,0.00333023,8
69600,0.940597,0.00415079,9
70100,0.937552,0.00737411,0
70100,0.946448,0.00204446,1
70100,0.94059,0.00415801,2
70100,0.94153,0.00316255,3
70100,0.949317,0.00508189,4
70100,0.939433,0.00538319,5
70100,0.943338,0.00124821,6
70100,0.939987,0.00479613,7
70100,0.93977,0.00502585,8
70100,0.941747,0.00293283,9
70600,0.946711,0.00232288,0
70600,0.943647,0.000921125,1
70600,0.946998,0.00262701,2
70600,0.947549,0.00320992,3
70600,0.948171,0.00386886,4
70600,0.948866,0.00460383,5
70600,0.943527,0.00104784,6
70600,0.943144,0.00145335,7
70600,0.947645,0.00331129,8
70600,0.943504,0.00107319,9
71100,0.94583,0.00138944,0
71100,0.945901,0.00146494,1
71100,0.94369,0.000875464,2
71100,0.937082,0.0078715,3
71100,0.94621,0.00179209,4
71100,0.940838,0.00389534,5
71100,0.943714,0.000850298,6
71100,0.943976,0.000573477,7
71100,0.942145,0.00251123,8
71100,0.947042,0.00267289,9
71600,0.948996,0.0047423,0
71600,0.945975,0.0015436,1
71600,0.947462,0.00311796,2
71600,0.946612,0.00221832,3
71600,0.944583,6.91951e-05,4
71600,0.944701,0.000194144,5
71600,0.944134,0.000405612,6
71600,0.944748,0.000244124,7
71600,0.953788,0.00981524,8
71600,0.945716,0.00126871,9
72100,0.944595,8.25392e-05,0
72100,0.944384,0.00014081,1
72100,0.942415,0.0022254,2
72100,0.944947,0.000454788,3
72100,0.948439,0.00415246,4
72100,0.944736,0.000231439,5
72100,0.945486,0.00102557,6
72100,0.940939,0.00378884,7
72100,0.948931,0.0046736,8
72100,0.943869,0.000686774,9
72600,0.945981,0.00154979,0
72600,0.945865,0.00142656,1
72600,0.943234,0.00135839,2
72600,0.941907,0.0027632,3
72600,0.947098,0.00273278,4
72600,0.940837,0.0038969,5
72600,0.941558,0.00313288,6
72600,0.946121,0.00169767,7
72600,0.944608,9.56995e-05,8
72600,0.942443,0.00219635,9
73100,0.950284,0.00610556,0
73100,0.951625,0.00752523,1
73100,0.945059,0.000573744,2
73100,0.949937,0.00573841,3
73100,0.951186,0.00706017,4
73100,0.941637,0.00304886,5
73100,0.945706,0.0012591,6
73100,0.943973,0.000576678,7
73100,0.947001,0.00262982,8
73100,0.939025,0.00581477,9
73600,0.946928,0.00255256,0
73600,0.944265,0.000267489,1
73600,0.944517,7.02309e-08,2
73600,0.946676,0.00228514,3
73600,0.938616,0.00624794,4
73600,0.949431,0.00520244,5
73600,0.947318,0.00296585,6
73600,0.946997,0.00262549,7
73600,0.951658,0.00756058,8
73600,0.945321,0.000850807,9
74100,0.945579,0.00112413,0
74100,0.940926,0.0038018,1
74100,0.947654,0.00332149,2
74100,0.940128,0.00464694,3
74100,0.945647,0.00119657,4
74100,0.948065,0.00375613,5
74100,0.947495,0.00315246,6
74100,0.944712,0.000206555,7
74100,0.944347,0.000179793,8
74100,0.942568,0.00206324,9
74600,0.947465,0.0031207,0
74600,0.946038,0.00160966,1
74600,0.94495,0.00045838,2
74600,0.946808,0.00242514,3
74600,0.937905,0.00700093,4
74600,0.942775,0.00184417,5
74600,0.946468,0.00206537,6
74600,0.94683,0.00244913,7
74600,0.943931,0.00062094,8
74600,0.945471,0.00101003,9
75100,0.943947,0.000603535,0
75100,0.941629,0.00305753,1
75100,0.944802,0.000301824,2
75100,0.942147,0.00250955,3
75100,0.941809,0.00286693,4
75100,0.952611,0.00856917,5
75100,0.941674,0.00300988,6
75100,0.9455,0.00104041,7
75100,0.944352,0.000174681,8
75100,0.944847,0.000349474,9
75600,0.943695,0.000870371,0
75600,0.941415,0.00328447,1
75600,0.948032,0.00372115,2
75600,0.94251,0.00212476,3
75600,0.947719,0.00338981,4
75600,0.95324,0.00923571,5
75600,0.94213,0.00252711,6
75600,0.95333,0.00933038,7
75600,0.943092,0.0015094,8
75600,0.94137,0.00333181,9
76100,0.941314,0.00339087,0
76100,0.946333,0.00192288,1
76100,0.942292,0.00235633,2
76100,0.94147,0.00322628,3
76100,0.944868,0.000371077,4
76100,0.940026,0.00475457,5
76100,0.941203,0.00350843,6
76100,0.946844,0.00246366,7
76100,0.947644,0.00331009,8
76100,0.940137,0.00463701,9
76600,0.947459,0.00311463,0
76600,0.943444,0.00113665,1
76600,0.945275,0.000802122,2
76600,0.946179,0.00175983,3
76600,0.943444,0.00113665,4
76600,0.947128,0.00276425,5
76600,0.939627,0.0051777,6
76600,0.94084,0.00389297,7
76600,0.946907,0.00253066,8
76600,0.944569,5.46449e-05,9
77100,0.942564,0.00206784,0
77100,0.942257,0.00239274,1
77100,0.942608,0.00202143,2
77100,0.945173,0.000693812,3
77100,0.945238,0.000763434,4
77100,0.942235,0.00241595,5
77100,0.943507,0.00106993,6
77100,0.942718,0.00190539,7
77100,0.941972,0.00269444,8
77100,0.948329,0.00403565,9
77600,0.943787,0.000773504,0
77600,0.94481,0.000310206,1
77600,0.943917,0.000635158,2
77600,0.947293,0.00293878,3
77600,0.941173,0.00354042,4
77600,0.945006,0.000517724,5
77600,0.941456,0.00324067,6
77600,0.946988,0.00261597,7
77600,0.941086,0.00363265,8
77600,0.944549,3.35137e-05,9
78100,0.945599,0.00114574,0
78100,0.941142,0.00357372,1
78100,0.943003,0.00160346,2
78100,0.94389,0.00066415,3
78100,0.94138,0.00332171,4
78100,0.941531,0.00316134,5
78100,0.936511,0.00847647,6
78100,0.947785,0.00345966,7
78100,0.946227,0.00181013,8
78100,0.940168,0.00460468,9
78600,0.942831,0.00178546,0
78600,0.954377,0.010439,1
78600,0.944465,5.53726e-05,2
78600,0.940036,0.00474482,3
78600,0.950614,0.00645522,4
78600,0.942702,0.00192205,5
78600,0.940595,0.00415295,6
78600,0.939498,0.00531393,7
78600,0.944809,0.000308856,8
78600,0.947282,0.00292675,9
79100,0.946827,0.00244582,0
79100,0.947255,0.00289823,1
79100,0.941892,0.00277949,2
79100,0.944798,0.000296884,3
79100,0.950566,0.00640439,4
79100,0.946485,0.0020839,5
79100,0.943409,0.00117344,6
79100,0.943708,0.000856757,7
79100,0.942447,0.00219136,8
79100,0.944328,0.000200765,9
79600,0.945508,0.00104933,0
79600,0.942578,0.00205268,1
79600,0.951644,0.00754556,2
79600,0.946591,0.00219572,3
79600,0.944956,0.000464889,4
79600,0.951708,0.00761299,5
79600,0.944723,0.000217627,6
79600,0.946846,0.00246546,7
79600,0.946166,0.00174615,8
79600,0.946888,0.00251042,9
80100,0.945746,0.00130094,0
80100,0.941758,0.00292095,1
80100,0.946674,0.00228381,2
80100,0.947982,0.00366876,3
80100,0.943826,0.000731822,4
80100,0.945788,0.00134561,5
80100,0.93834,0.0065397,6
80100,0.941336,0.00336771,7
80100,0.944058,0.000486104,8
80100,0.940598,0.00414954,9
80600,0.951516,0.00741007,0
80600,0.94575,0.00130523,1
80600,0.945415,0.000950041,2
80600,0.945058,0.000572651,3
80600,0.940487,0.00426682,4
80600,0.940885,0.00384504,5
80600,0.941074,0.00364524,6
80600,0.951935,0.00785406,7
80600,0.941955,0.00271286,8
80600,0.94424,0.000293127,9
81100,0.942774,0.00184547,0
81100,0.940294,0.00447092,1
81100,0.945942,0.00150804,2
81100,0.94267,0.00195578,3
81100,0.94765,0.00331717,4
81100,0.947671,0.00333923,5
81100,0.947234,0.00287592,6
81100,0.941149,0.00356635,7
81100,0.943837,0.000720281,8
81100,0.93819,0.00669924,9
81600,0.947187,0.00282665,0
81600,0.941885,0.00278675,1
81600,0.948471,0.00418615,2
81600,0.946172,0.00175221,3
81600,0.945468,0.00100668,4
81600,0.943583,0.000988709,5
81600,0.943542,0.00103256,6
81600,0.94,0.00478215,7
81600,0.942009,0.00265519,8
81600,0.945882,0.00144523,9
82100,0.944197,0.000338526,0
82100,0.943045,0.00155898,1
82100,0.940636,0.00410886,2
82100,0.943251,0.00134104,3
82100,0.941316,0.00338966,4
82100,0.944197,0.000338526,5
82100,0.944239,0.000294938,6
82100,0.942345,0.00229997,7
82100,0.947903,0.00358436,8
82100,0.945865,0.00142677,9
82600,0.950185,0.00600087,0
82600,0.945827,0.00138688,1
82600,0.942779,0.00184074,2
82600,0.946912,0.00253496,3
82600,0.946482,0.00208006,4
82600,0.947239,0.00288155,5
82600,0.944559,4.38422e-05,6
82600,0.945111,0.000628714,7
82600,0.94327,0.00132086,8
82600,0.946461,0.0020584,9
83100,0.943085,0.00151623,0
83100,0.945546,0.00108909,1
83100,0.944712,0.000206294,2
83100,0.938835,0.00601633,3
83100,0.93914,0.00569336,4
83100,0.945485,0.00102449,5
83100,0.949939,0.00573991,6
83100,0.946319,0.00190729,7
83100,0.942292,0.00235596,8
83100,0.942577,0.00205452,9
83600,0.94266,0.0019661,0
83600,0.948765,0.00449754,1
83600,0.943833,0.000724741,2
83600,0.941932,0.0027366,3
83600,0.940901,0.00382815,4
83600,0.942842,0.00177348,5
83600,0.942721,0.00190189,6
83600,0.946077,0.00165097,7
83600,0.94547,0.00100889,8
83600,0.947653,0.00332039,9
84100,0.946681,0.00229127,0
84100,0.943567,0.00100644,1
84100,0.941236,0.0034744,2
84100,0.944933,0.000440299,3
84100,0.945737,0.00129132,4
84100,0.944109,0.000431999,5
84100,0.945234,0.000759432,6
84100,0.945174,0.000695606,7
84100,0.947787,0.00346143,8
84100,0.942381,0.0022617,9
84600,0.943823,0.000734911,0
84600,0.944103,0.000438814,1
84600,0.941246,0.00346324,2
84600,0.94606,0.00163387,3
84600,0.947339,0.00298746,4
84600,0.94654,0.00214146,5
84600,0.946979,0.00260676,6
84600,0.943404,0.00117906,7
84600,0.945161,0.000682126,8
84600,0.947938,0.00362195,9
85100,0.940859,0.00387271,0
85100,0.940045,0.00473476,1
85100,0.939449,0.00536553,2
85100,0.946837,0.00245598,3
85100,0.945824,0.00138367,4
85100,0.942984,0.00162298,5
85100,0.942865,0.00174913,6
85100,0.943381,0.00120247,7
85100,0.944871,0.000374447,8
85100,0.944017,0.000529651,9
85600,0.946045,0.00161717,0
85600,0.951138,0.00701007,1
85600,0.942274,0.00237526,2
85600,0.94792,0.00360292,3
85600,0.943439,0.001142,4
85600,0.946755,0.00236966,5
85600,0.943616,0.000953871,6
85600,0.943715,0.000849357,7
85600,0.945709,0.00126182,8
85600,0.945808,0.00136633,9
86100,0.946655,0.00226357,0
86100,0.944594,8.15304e-05,1
86100,0.941591,0.00309802,2
86100,0.942906,0.00170567,3
86100,0.947146,0.00278311,4
86100,0.943927,0.000625035,5
86100,0.93688,0.00808554,6
86100,0.942357,0.00228754,7
86100,0.944653,0.000143874,8
86100,0.945144,0.000663408,9
86600,0.946283,0.00186945,0
86600,0.94558,0.00112564,1
86600,0.94277,0.0018496,2
86600,0.943551,0.00102314,3
86600,0.947512,0.00317111,4
86600,0.943082,0.00151902,5
86600,0.941736,0.00294465,6
86600,0.941092,0.00362648,7
86600,0.943922,0.000630579,8
86600,0.94156,0.0031306,9
87100,0.939881,0.00490895,0
87100,0.94609,0.00166473,1
87100,0.94737,0.00302055,2
